,SYMBOL,Gene,Feature
8217,TBCEL,ENSG00000154114,ENST00000422003
8218,PZP,ENSG00000126838,ENST00000261336
8219,PZP,ENSG00000126838,ENST00000543108
8220,PZP,ENSG00000126838,ENST00000539983
8221,PZP,ENSG00000126838,ENST00000546116
8222,PZP,ENSG00000126838,ENST00000546197
8223,PZP,ENSG00000126838,ENST00000535230
8224,PZP,ENSG00000126838,ENST00000540995
8225,KLRD1,ENSG00000134539,ENST00000381908
8226,KLRD1,ENSG00000134539,ENST00000350274
8227,KLRD1,ENSG00000134539,ENST00000543420
8228,KLRD1,ENSG00000134539,ENST00000544747
8229,KLRD1,ENSG00000134539,ENST00000539374
8230,KLRD1,ENSG00000134539,ENST00000538997
8231,KLRD1,ENSG00000134539,ENST00000336164
8232,KLRD1,ENSG00000134539,ENST00000540271
8233,KLRD1,ENSG00000134539,ENST00000543777
8234,KLRD1,ENSG00000134539,ENST00000344825
8235,PYROXD1,ENSG00000121350,ENST00000538582
8236,PYROXD1,ENSG00000121350,ENST00000375266
8237,TCEB1P31,ENSG00000256021,ENST00000540463
8238,PYROXD1,ENSG00000121350,ENST00000240651
8239,PYROXD1,ENSG00000121350,ENST00000543476
8240,PYROXD1,ENSG00000121350,ENST00000544970
8241,KRT75,ENSG00000170454,ENST00000252245
8242,RP11-1020M18.10,ENSG00000257500,ENST00000548135
8243,KRT90P,ENSG00000257844,ENST00000549264
8244,AVPR1A,ENSG00000166148,ENST00000550940
8245,RP11-715H19.2,ENSG00000279444,ENST00000624438
8246,AVPR1A,ENSG00000166148,ENST00000299178
8247,C12orf66,ENSG00000174206,ENST00000311915
8248,C12orf66,ENSG00000174206,ENST00000398055
8249,C12orf66,ENSG00000174206,ENST00000544871
8250,,,ENSR00001823909
8251,APAF1,ENSG00000120868,ENST00000550527
8252,APAF1,ENSG00000120868,ENST00000547045
8253,APAF1,ENSG00000120868,ENST00000357310
8254,APAF1,ENSG00000120868,ENST00000333991
8255,APAF1,ENSG00000120868,ENST00000547743
8256,IKBIP,ENSG00000166130,ENST00000342502
8257,IKBIP,ENSG00000166130,ENST00000393042
8258,APAF1,ENSG00000120868,ENST00000551964
8259,APAF1,ENSG00000120868,ENST00000359972
8260,APAF1,ENSG00000120868,ENST00000549007
8261,IKBIP,ENSG00000166130,ENST00000299157
8262,APAF1,ENSG00000120868,ENST00000552268
8263,ALDH1L2,ENSG00000136010,ENST00000552270
8264,ALDH1L2,ENSG00000136010,ENST00000258494
8265,ALDH1L2,ENSG00000136010,ENST00000549335
8266,C12orf45,ENSG00000151131,ENST00000548583
8267,PTPN11,ENSG00000179295,ENST00000392597
8268,PTPN11,ENSG00000179295,ENST00000351677
8269,DTX1,ENSG00000135144,ENST00000547730
8270,RASAL1,ENSG00000111344,ENST00000551051
8271,RASAL1,ENSG00000111344,ENST00000446861
8272,DTX1,ENSG00000135144,ENST00000257600
8273,DTX1,ENSG00000135144,ENST00000547974
8274,RASAL1,ENSG00000111344,ENST00000261729
8275,RASAL1,ENSG00000111344,ENST00000548055
8276,RASAL1,ENSG00000111344,ENST00000418411
8277,RASAL1,ENSG00000111344,ENST00000546530
8278,RASAL1,ENSG00000111344,ENST00000546727
8279,RASAL1,ENSG00000111344,ENST00000549444
8280,TPCN1,ENSG00000186815,ENST00000541517
8281,TPCN1,ENSG00000186815,ENST00000546781
8282,TPCN1,ENSG00000186815,ENST00000551127
8283,TPCN1,ENSG00000186815,ENST00000428632
8284,TPCN1,ENSG00000186815,ENST00000546503
8285,TPCN1,ENSG00000186815,ENST00000392569
8286,TPCN1,ENSG00000186815,ENST00000550785
8287,TPCN1,ENSG00000186815,ENST00000335509
8288,TPCN1,ENSG00000186815,ENST00000552077
8289,RP11-326L9.2,ENSG00000277319,ENST00000611867
8290,ATP7B,ENSG00000123191,ENST00000400366
8291,ATP7B,ENSG00000123191,ENST00000482841
8292,ATP7B,ENSG00000123191,ENST00000400370
8293,ATP7B,ENSG00000123191,ENST00000466629
8294,ATP7B,ENSG00000123191,ENST00000418097
8295,ATP7B,ENSG00000123191,ENST00000344297
8296,ATP7B,ENSG00000123191,ENST00000448424
8297,ATP7B,ENSG00000123191,ENST00000242839
8298,,,ENSR00001839304
8299,PCCA,ENSG00000175198,ENST00000376286
8300,PCCA,ENSG00000175198,ENST00000376285
8301,PCCA,ENSG00000175198,ENST00000458283
8302,PCCA,ENSG00000175198,ENST00000376279
8303,PCCA-AS1,ENSG00000234650,ENST00000451662
8304,PCCA,ENSG00000175198,ENST00000413170
8305,LINC00431,ENSG00000225760,ENST00000440735
8306,,,ENSR00001844594
8307,CGRRF1,ENSG00000100532,ENST00000556216
8308,CGRRF1,ENSG00000100532,ENST00000557512
8309,CGRRF1,ENSG00000100532,ENST00000554791
8310,CGRRF1,ENSG00000100532,ENST00000557184
8311,CGRRF1,ENSG00000100532,ENST00000557317
8312,CGRRF1,ENSG00000100532,ENST00000557755
8313,CGRRF1,ENSG00000100532,ENST00000216420
8314,ATG14,ENSG00000126775,ENST00000247178
8315,ATG14,ENSG00000126775,ENST00000558189
8316,RP11-618G20.1,ENSG00000258964,ENST00000555937
8317,SNAPC1,ENSG00000023608,ENST00000216294
8318,RP11-486O13.4,ENSG00000257759,ENST00000556646
8319,ADAM20,ENSG00000134007,ENST00000256389
8320,HEATR4,ENSG00000187105,ENST00000557603
8321,RP3-414A15.2,ENSG00000258695,ENST00000555972
8322,HEATR4,ENSG00000187105,ENST00000556455
8323,RP3-414A15.11,ENSG00000258443,ENST00000553394
8324,HEATR4,ENSG00000187105,ENST00000563329
8325,HEATR4,ENSG00000187105,ENST00000553558
8326,HEATR4,ENSG00000187105,ENST00000334988
8327,VIPAS39,ENSG00000151445,ENST00000553691
8328,VIPAS39,ENSG00000151445,ENST00000343765
8329,VIPAS39,ENSG00000151445,ENST00000327028
8330,VIPAS39,ENSG00000151445,ENST00000556412
8331,VIPAS39,ENSG00000151445,ENST00000557658
8332,VIPAS39,ENSG00000151445,ENST00000448935
8333,VIPAS39,ENSG00000151445,ENST00000553888
8334,VIPAS39,ENSG00000151445,ENST00000555854
8335,VIPAS39,ENSG00000151445,ENST00000553576
8336,TDP1,ENSG00000042088,ENST00000553527
8337,TDP1,ENSG00000042088,ENST00000553617
8338,TDP1,ENSG00000042088,ENST00000554976
8339,TDP1,ENSG00000042088,ENST00000393454
8340,TDP1,ENSG00000042088,ENST00000554180
8341,TDP1,ENSG00000042088,ENST00000545686
8342,TDP1,ENSG00000042088,ENST00000555880
8343,TDP1,ENSG00000042088,ENST00000335725
8344,TDP1,ENSG00000042088,ENST00000553989
8345,TDP1,ENSG00000042088,ENST00000555565
8346,TDP1,ENSG00000042088,ENST00000556867
8347,TDP1,ENSG00000042088,ENST00000555178
8348,TDP1,ENSG00000042088,ENST00000556498
8349,TDP1,ENSG00000042088,ENST00000393452
8350,TDP1,ENSG00000042088,ENST00000545686
8351,TDP1,ENSG00000042088,ENST00000555880
8352,TDP1,ENSG00000042088,ENST00000335725
8353,TDP1,ENSG00000042088,ENST00000555565
8354,TDP1,ENSG00000042088,ENST00000393452
8355,TDP1,ENSG00000042088,ENST00000555178
8356,TDP1,ENSG00000042088,ENST00000557782
8357,TDP1,ENSG00000042088,ENST00000556063
8358,TDP1,ENSG00000042088,ENST00000554976
8359,TDP1,ENSG00000042088,ENST00000393454
8360,TDP1,ENSG00000042088,ENST00000553617
8361,TDP1,ENSG00000042088,ENST00000554180
8362,,,
8363,HERC2P10,ENSG00000259845,ENST00000570209
8364,RYR3,ENSG00000198838,ENST00000415757
8365,RYR3,ENSG00000198838,ENST00000622037
8366,RYR3,ENSG00000198838,ENST00000389232
8367,CASC5,ENSG00000137812,ENST00000528967
8368,CASC5,ENSG00000137812,ENST00000346991
8369,CASC5,ENSG00000137812,ENST00000399668
8370,CASC5,ENSG00000137812,ENST00000532406
8371,CASC5,ENSG00000137812,ENST00000526913
8372,CASC5,ENSG00000137812,ENST00000532347
8373,TRPM7,ENSG00000092439,ENST00000560955
8374,TRPM7,ENSG00000092439,ENST00000313478
8375,VPS13C,ENSG00000129003,ENST00000261517
8376,VPS13C,ENSG00000129003,ENST00000395898
8377,VPS13C,ENSG00000129003,ENST00000395896
8378,VPS13C,ENSG00000129003,ENST00000249837
8379,UACA,ENSG00000137831,ENST00000379983
8380,UACA,ENSG00000137831,ENST00000539319
8381,UACA,ENSG00000137831,ENST00000322954
8382,UACA,ENSG00000137831,ENST00000560441
8383,UACA,ENSG00000137831,ENST00000560167
8384,UACA,ENSG00000137831,ENST00000558758
8385,UACA,ENSG00000137831,ENST00000560523
8386,CTD-2311M21.2,ENSG00000260266,ENST00000564109
8387,CYP11A1,ENSG00000140459,ENST00000358632
8388,CYP11A1,ENSG00000140459,ENST00000569662
8389,CYP11A1,ENSG00000140459,ENST00000566674
8390,CYP11A1,ENSG00000140459,ENST00000268053
8391,CYP11A1,ENSG00000140459,ENST00000466978
8392,CYP11A1,ENSG00000140459,ENST00000435365
8393,CYP11A1,ENSG00000140459,ENST00000416978
8394,CYP11A1,ENSG00000140459,ENST00000450547
8395,FANCI,ENSG00000140525,ENST00000447611
8396,FANCI,ENSG00000140525,ENST00000566615
8397,FANCI,ENSG00000140525,ENST00000561894
8398,FANCI,ENSG00000140525,ENST00000565522
8399,FANCI,ENSG00000140525,ENST00000300027
8400,FANCI,ENSG00000140525,ENST00000310775
8401,FANCI,ENSG00000140525,ENST00000566895
8402,IQGAP1,ENSG00000140575,ENST00000268182
8403,RP11-154B12.3,ENSG00000259177,ENST00000560578
8404,IQGAP1,ENSG00000140575,ENST00000559809
8405,IQGAP1,ENSG00000140575,ENST00000560738
8406,IQGAP1,ENSG00000140575,ENST00000560418
8407,NDUFA3P4,ENSG00000259262,ENST00000560814
8408,MCTP2,ENSG00000140563,ENST00000557505
8409,MCTP2,ENSG00000140563,ENST00000456504
8410,MCTP2,ENSG00000140563,ENST00000557742
8411,MCTP2,ENSG00000140563,ENST00000357742
8412,MCTP2,ENSG00000140563,ENST00000451018
8413,ABCC6,ENSG00000091262,ENST00000205557
8414,ABCC6,ENSG00000091262,ENST00000577103
8415,ABCC6,ENSG00000091262,ENST00000456970
8416,ABCC6,ENSG00000091262,ENST00000622290
8417,ABCC6,ENSG00000091262,ENST00000574094
8418,,,ENSR00001873662
8419,FBXL19,ENSG00000099364,ENST00000471231
8420,AC135048.13,ENSG00000261487,ENST00000566056
8421,FBXL19,ENSG00000099364,ENST00000566320
8422,ORAI3,ENSG00000175938,ENST00000318663
8423,FBXL19,ENSG00000099364,ENST00000380310
8424,FBXL19,ENSG00000099364,ENST00000338343
8425,ORAI3,ENSG00000175938,ENST00000562699
8426,FBXL19,ENSG00000099364,ENST00000565690
8427,ORAI3,ENSG00000175938,ENST00000566237
8428,AC135048.13,ENSG00000261487,ENST00000562642
8429,FBXL19,ENSG00000099364,ENST00000562319
8430,ORAI3,ENSG00000175938,ENST00000563161
8431,FBXL19,ENSG00000099364,ENST00000427128
8432,FBXL19,ENSG00000099364,ENST00000565939
8433,,,ENSR00001876054
8434,SHCBP1,ENSG00000171241,ENST00000569702
8435,SHCBP1,ENSG00000171241,ENST00000303383
8436,SHCBP1,ENSG00000171241,ENST00000565887
8437,RP11-46D6.1,ENSG00000261512,ENST00000562549
8438,SHCBP1,ENSG00000171241,ENST00000566016
8439,RP11-46D6.1,ENSG00000261512,ENST00000574180
8440,SHCBP1,ENSG00000171241,ENST00000564272
8441,,,ENSR00001876476
8442,KIFC3,ENSG00000140859,ENST00000543930
8443,KATNB1,ENSG00000140854,ENST00000569018
8444,KATNB1,ENSG00000140854,ENST00000379661
8445,KIFC3,ENSG00000140859,ENST00000563266
8446,KIFC3,ENSG00000140859,ENST00000565397
8447,KIFC3,ENSG00000140859,ENST00000565753
8448,KIFC3,ENSG00000140859,ENST00000564136
8449,KATNB1,ENSG00000140854,ENST00000562542
8450,KIFC3,ENSG00000140859,ENST00000562903
8451,KIFC3,ENSG00000140859,ENST00000540079
8452,KIFC3,ENSG00000140859,ENST00000379655
8453,KIFC3,ENSG00000140859,ENST00000565270
8454,KIFC3,ENSG00000140859,ENST00000445690
8455,CTD-2600O9.2,ENSG00000276166,ENST00000613495
8456,KATNB1,ENSG00000140854,ENST00000563462
8457,KIFC3,ENSG00000140859,ENST00000421376
8458,KIFC3,ENSG00000140859,ENST00000541240
8459,KIFC3,ENSG00000140859,ENST00000465878
8460,KATNB1,ENSG00000140854,ENST00000566611
8461,KIAA0513,ENSG00000135709,ENST00000562580
8462,KIAA0513,ENSG00000135709,ENST00000567328
8463,KIAA0513,ENSG00000135709,ENST00000562564
8464,KIAA0513,ENSG00000135709,ENST00000258180
8465,KIAA0513,ENSG00000135709,ENST00000566428
8466,KIAA0513,ENSG00000135709,ENST00000538274
8467,KIAA0513,ENSG00000135709,ENST00000562388
8468,,,ENSR00001882275
8469,CBFA2T3,ENSG00000129993,ENST00000569443
8470,CBFA2T3,ENSG00000129993,ENST00000563640
8471,CBFA2T3,ENSG00000129993,ENST00000562719
8472,CBFA2T3,ENSG00000129993,ENST00000564416
8473,CBFA2T3,ENSG00000129993,ENST00000327483
8474,CBFA2T3,ENSG00000129993,ENST00000570046
8475,CBFA2T3,ENSG00000129993,ENST00000268679
8476,CBFA2T3,ENSG00000129993,ENST00000569464
8477,PIK3R6,ENSG00000276231,ENST00000614407
8478,PIK3R6,ENSG00000276231,ENST00000619866
8479,PIK3R6,ENSG00000276231,ENST00000611951
8480,PIK3R6,ENSG00000276231,ENST00000613555
8481,SLC47A2,ENSG00000180638,ENST00000483510
8482,SLC47A2,ENSG00000180638,ENST00000325411
8483,SLC47A2,ENSG00000180638,ENST00000456947
8484,SLC47A2,ENSG00000180638,ENST00000463318
8485,SLC47A2,ENSG00000180638,ENST00000467379
8486,SLC47A2,ENSG00000180638,ENST00000574239
8487,SLC47A2,ENSG00000180638,ENST00000433844
8488,SLC47A2,ENSG00000180638,ENST00000574220
8489,SLC47A2,ENSG00000180638,ENST00000350657
8490,SLC47A2,ENSG00000180638,ENST00000467609
8491,,,ENSR00001887105
8492,,,ENSR00001342552
8493,CPD,ENSG00000108582,ENST00000584050
8494,CPD,ENSG00000108582,ENST00000543464
8495,CPD,ENSG00000108582,ENST00000580396
8496,CPD,ENSG00000108582,ENST00000225719
8497,CPD,ENSG00000108582,ENST00000584051
8498,CPD,ENSG00000108582,ENST00000584221
8499,CPD,ENSG00000108582,ENST00000579502
8500,AP2B1,ENSG00000006125,ENST00000620039
8501,AP2B1,ENSG00000006125,ENST00000616681
8502,AP2B1,ENSG00000006125,ENST00000610402
8503,AP2B1,ENSG00000006125,ENST00000618940
8504,AP2B1,ENSG00000006125,ENST00000621914
8505,AMZ2,ENSG00000196704,ENST00000580753
8506,AMZ2,ENSG00000196704,ENST00000577866
8507,AMZ2,ENSG00000196704,ENST00000577985
8508,AMZ2,ENSG00000196704,ENST00000578175
8509,AMZ2,ENSG00000196704,ENST00000359783
8510,AMZ2,ENSG00000196704,ENST00000577273
8511,AMZ2,ENSG00000196704,ENST00000582430
8512,AMZ2,ENSG00000196704,ENST00000584494
8513,AMZ2,ENSG00000196704,ENST00000584836
8514,RP11-147L13.2,ENSG00000265100,ENST00000577698
8515,AMZ2,ENSG00000196704,ENST00000585050
8516,AMZ2,ENSG00000196704,ENST00000581779
8517,AMZ2,ENSG00000196704,ENST00000359904
8518,AMZ2,ENSG00000196704,ENST00000580548
8519,AMZ2,ENSG00000196704,ENST00000584350
8520,AMZ2,ENSG00000196704,ENST00000580837
8521,AMZ2,ENSG00000196704,ENST00000392720
8522,AMZ2,ENSG00000196704,ENST00000579724
8523,AMZ2,ENSG00000196704,ENST00000584837
8524,AMZ2,ENSG00000196704,ENST00000612294
8525,RP11-552F3.12,ENSG00000267426,ENST00000593156
8526,FBF1,ENSG00000188878,ENST00000319129
8527,FBF1,ENSG00000188878,ENST00000592193
8528,FBF1,ENSG00000281844,ENST00000627351
8529,FBF1,ENSG00000188878,ENST00000586717
8530,FBF1,ENSG00000188878,ENST00000585990
8531,FBF1,ENSG00000188878,ENST00000586838
8532,FBF1,ENSG00000188878,ENST00000389570
8533,SPIRE1,ENSG00000134278,ENST00000440472
8534,SPIRE1,ENSG00000134278,ENST00000453447
8535,SPIRE1,ENSG00000134278,ENST00000592156
8536,SPIRE1,ENSG00000134278,ENST00000487491
8537,SPIRE1,ENSG00000134278,ENST00000449797
8538,SPIRE1,ENSG00000134278,ENST00000309836
8539,SPIRE1,ENSG00000134278,ENST00000626255
8540,SPIRE1,ENSG00000134278,ENST00000410092
8541,SPIRE1,ENSG00000134278,ENST00000409402
8542,CABYR,ENSG00000154040,ENST00000463087
8543,CABYR,ENSG00000154040,ENST00000627314
8544,CABYR,ENSG00000154040,ENST00000585037
8545,CABYR,ENSG00000154040,ENST00000399496
8546,CABYR,ENSG00000154040,ENST00000621648
8547,CABYR,ENSG00000154040,ENST00000579102
8548,CABYR,ENSG00000154040,ENST00000581872
8549,CABYR,ENSG00000154040,ENST00000327201
8550,CABYR,ENSG00000154040,ENST00000584752
8551,CABYR,ENSG00000154040,ENST00000486759
8552,CABYR,ENSG00000154040,ENST00000399481
8553,CABYR,ENSG00000154040,ENST00000577705
8554,CABYR,ENSG00000154040,ENST00000579956
8555,CABYR,ENSG00000154040,ENST00000581397
8556,CABYR,ENSG00000154040,ENST00000399499
8557,CABYR,ENSG00000154040,ENST00000415309
8558,SS18,ENSG00000141380,ENST00000269137
8559,SS18,ENSG00000141380,ENST00000582092
8560,SS18,ENSG00000141380,ENST00000585241
8561,SS18,ENSG00000141380,ENST00000580958
8562,SS18,ENSG00000141380,ENST00000269138
8563,SS18,ENSG00000141380,ENST00000585121
8564,SS18,ENSG00000141380,ENST00000415083
8565,SS18,ENSG00000141380,ENST00000579640
8566,SS18,ENSG00000141380,ENST00000542420
8567,SS18,ENSG00000141380,ENST00000539244
8568,DOT1L,ENSG00000104885,ENST00000398665
8569,DOT1L,ENSG00000104885,ENST00000478937
8570,DOT1L,ENSG00000104885,ENST00000452696
8571,,,ENSR00001908157
8572,ZNF555,ENSG00000186300,ENST00000585966
8573,ZNF555,ENSG00000186300,ENST00000591539
8574,AC006130.3,ENSG00000267063,ENST00000589365
8575,ZNF555,ENSG00000186300,ENST00000334241
8576,CLEC4GP1,ENSG00000268297,ENST00000596555
8577,,,ENSR00001909363
8578,CTB-55O6.8,ENSG00000141854,ENST00000269720
8579,MIR1199,ENSG00000277805,ENST00000621445
8580,EEF1DP1,ENSG00000228887,ENST00000585891
8581,CTB-55O6.8,ENSG00000141854,ENST00000590772
8582,CTB-55O6.8,ENSG00000141854,ENST00000587086
8583,CTB-55O6.8,ENSG00000141854,ENST00000591982
8584,,,ENSR00001910545
8585,FCHO1,ENSG00000130475,ENST00000597512
8586,FCHO1,ENSG00000130475,ENST00000596536
8587,FCHO1,ENSG00000130475,ENST00000594202
8588,FCHO1,ENSG00000130475,ENST00000252771
8589,FCHO1,ENSG00000130475,ENST00000600676
8590,FCHO1,ENSG00000130475,ENST00000596951
8591,FCHO1,ENSG00000130475,ENST00000602111
8592,FCHO1,ENSG00000130475,ENST00000600058
8593,FCHO1,ENSG00000130475,ENST00000595594
8594,FCHO1,ENSG00000130475,ENST00000595033
8595,AF038458.3,ENSG00000267786,ENST00000592518
8596,LRFN3,ENSG00000126243,ENST00000588831
8597,LRFN3,ENSG00000126243,ENST00000246529
8598,PTPRA,ENSG00000132670,ENST00000455631
8599,PTPRA,ENSG00000132670,ENST00000430705
8600,PTPRA,ENSG00000132670,ENST00000216877
8601,PTPRA,ENSG00000132670,ENST00000318266
8602,PTPRA,ENSG00000132670,ENST00000399903
8603,PTPRA,ENSG00000132670,ENST00000380393
8604,PTPRA,ENSG00000132670,ENST00000356147
8605,PTPRA,ENSG00000132670,ENST00000455631
8606,PTPRA,ENSG00000132670,ENST00000430705
8607,PTPRA,ENSG00000132670,ENST00000216877
8608,PTPRA,ENSG00000132670,ENST00000318266
8609,PTPRA,ENSG00000132670,ENST00000399903
8610,PTPRA,ENSG00000132670,ENST00000356147
8611,PTPRA,ENSG00000132670,ENST00000380393
8612,ZNF341,ENSG00000131061,ENST00000483118
8613,ZNF341,ENSG00000131061,ENST00000342427
8614,ZNF341,ENSG00000131061,ENST00000375200
8615,ZNF341,ENSG00000131061,ENST00000497876
8616,ZMYND8,ENSG00000101040,ENST00000446994
8617,ZMYND8,ENSG00000101040,ENST00000468376
8618,ZMYND8,ENSG00000101040,ENST00000540497
8619,ZMYND8,ENSG00000101040,ENST00000617418
8620,ZMYND8,ENSG00000101040,ENST00000352431
8621,ZMYND8,ENSG00000101040,ENST00000435836
8622,ZMYND8,ENSG00000101040,ENST00000311275
8623,ZMYND8,ENSG00000101040,ENST00000355972
8624,ZMYND8,ENSG00000101040,ENST00000467200
8625,ZMYND8,ENSG00000101040,ENST00000461685
8626,ZMYND8,ENSG00000101040,ENST00000262975
8627,ZMYND8,ENSG00000101040,ENST00000611941
8628,ZMYND8,ENSG00000101040,ENST00000458360
8629,ZMYND8,ENSG00000101040,ENST00000360911
8630,ZMYND8,ENSG00000101040,ENST00000372023
8631,ZMYND8,ENSG00000101040,ENST00000536340
8632,ZMYND8,ENSG00000101040,ENST00000396281
8633,ZMYND8,ENSG00000101040,ENST00000619049
8634,ZMYND8,ENSG00000101040,ENST00000471951
8635,KCNJ6,ENSG00000157542,ENST00000609713
8636,KCNJ6-AS1,ENSG00000233213,ENST00000435001
8637,,,
8638,CECR5,ENSG00000069998,ENST00000477157
8639,CECR5,ENSG00000069998,ENST00000336737
8640,CECR5,ENSG00000069998,ENST00000486462
8641,CECR5,ENSG00000069998,ENST00000155674
8642,CECR5,ENSG00000069998,ENST00000399852
8643,SLC2A11,ENSG00000133460,ENST00000255830
8644,SLC2A11,ENSG00000133460,ENST00000461809
8645,SLC2A11,ENSG00000133460,ENST00000418102
8646,SLC2A11,ENSG00000133460,ENST00000489322
8647,AP000350.10,ENSG00000251357,ENST00000433835
8648,SLC2A11,ENSG00000133460,ENST00000482576
8649,SLC2A11,ENSG00000133460,ENST00000403208
8650,SLC2A11,ENSG00000133460,ENST00000345044
8651,SLC2A11,ENSG00000133460,ENST00000405847
8652,SLC2A11,ENSG00000133460,ENST00000467660
8653,SLC2A11,ENSG00000133460,ENST00000316185
8654,SLC2A11,ENSG00000133460,ENST00000398356
8655,SLC2A11,ENSG00000133460,ENST00000611880
8656,KB-1125A3.12,ENSG00000279467,ENST00000624923
8657,SLC2A11,ENSG00000133460,ENST00000405286
8658,RN7SL268P,ENSG00000244425,ENST00000491172
8659,SLC2A11,ENSG00000133460,ENST00000423972
8660,SLC2A11,ENSG00000133460,ENST00000436643
8661,SLC2A11,ENSG00000133460,ENST00000472526
8662,SLC2A11,ENSG00000133460,ENST00000405340
8663,SLC2A11,ENSG00000133460,ENST00000473740
8664,MICALL1,ENSG00000100139,ENST00000424008
8665,MICALL1,ENSG00000100139,ENST00000215957
8666,MICALL1,ENSG00000100139,ENST00000454685
8667,MICALL1,ENSG00000100139,ENST00000402631
8668,RBX1,ENSG00000100387,ENST00000216225
8669,RBX1,ENSG00000100387,ENST00000476110
8670,RBX1,ENSG00000100387,ENST00000467617
8671,SMS,ENSG00000102172,ENST00000379404
8672,SMS,ENSG00000102172,ENST00000404933
8673,DDX3X,ENSG00000215301,ENST00000457138
8674,DDX3X,ENSG00000215301,ENST00000611546
8675,DDX3X,ENSG00000215301,ENST00000615742
8676,DDX3X,ENSG00000215301,ENST00000480592
8677,DDX3X,ENSG00000215301,ENST00000629496
8678,DDX3X,ENSG00000215301,ENST00000611968
8679,DDX3X,ENSG00000215301,ENST00000630255
8680,DDX3X,ENSG00000215301,ENST00000615313
8681,DDX3X,ENSG00000215301,ENST00000625837
8682,DDX3X,ENSG00000215301,ENST00000622198
8683,DDX3X,ENSG00000215301,ENST00000399959
8684,DDX3X,ENSG00000215301,ENST00000630370
8685,DDX3X,ENSG00000215301,ENST00000478993
8686,DDX3X,ENSG00000215301,ENST00000616050
8687,DDX3X,ENSG00000215301,ENST00000542215
8688,DDX3X,ENSG00000215301,ENST00000441189
8689,DDX3X,ENSG00000215301,ENST00000626301
8690,RN7SL15P,ENSG00000264573,ENST00000582825
8691,DDX3X,ENSG00000215301,ENST00000610559
8692,DDX3X,ENSG00000215301,ENST00000630858
8693,DDX3X,ENSG00000215301,ENST00000629785
8694,,,ENSR00002134278
8695,EFHC2,ENSG00000183690,ENST00000420999
8696,,,ENSR00002134592
8697,XAGE3,ENSG00000171402,ENST00000375491
8698,XAGE3,ENSG00000171402,ENST00000346279
8699,KDM5C,ENSG00000126012,ENST00000375383
8700,MIR6894,ENSG00000277474,ENST00000622662
8701,MIR6895,ENSG00000276575,ENST00000613497
8702,KDM5C,ENSG00000126012,ENST00000404049
8703,KDM5C,ENSG00000126012,ENST00000375401
8704,KDM5C,ENSG00000126012,ENST00000465402
8705,KDM5C,ENSG00000126012,ENST00000375379
8706,KDM5C,ENSG00000126012,ENST00000452825
8707,KDM5C,ENSG00000126012,ENST00000481369
8708,KDM5C,ENSG00000126012,ENST00000477109
8709,KDM5C,ENSG00000126012,ENST00000497100
8710,SMC1A,ENSG00000072501,ENST00000469129
8711,SMC1A,ENSG00000072501,ENST00000322213
8712,SMC1A,ENSG00000072501,ENST00000470241
8713,SMC1A,ENSG00000072501,ENST00000375340
8714,NXF3,ENSG00000147206,ENST00000470724
8715,NXF3,ENSG00000147206,ENST00000460791
8716,NXF3,ENSG00000147206,ENST00000497850
8717,NXF3,ENSG00000147206,ENST00000427570
8718,LL0XNC01-221F2.2,ENSG00000226241,ENST00000440243
8719,NXF3,ENSG00000147206,ENST00000395065
8720,NXF3,ENSG00000147206,ENST00000494300
8721,FRMPD3,ENSG00000147234,ENST00000276185
8722,FRMPD3,ENSG00000147234,ENST00000439554
8723,STAG2,ENSG00000101972,ENST00000455404
8724,STAG2,ENSG00000101972,ENST00000469481
8725,STAG2,ENSG00000101972,ENST00000483575
8726,STAG2,ENSG00000101972,ENST00000371144
8727,STAG2,ENSG00000101972,ENST00000471107
8728,STAG2,ENSG00000101972,ENST00000371157
8729,STAG2,ENSG00000101972,ENST00000371160
8730,STAG2,ENSG00000101972,ENST00000371145
8731,STAG2,ENSG00000101972,ENST00000466748
8732,STAG2,ENSG00000101972,ENST00000218089
8733,STAG2,ENSG00000101972,ENST00000469481
8734,TENM1,ENSG00000009694,ENST00000422452
8735,TENM1,ENSG00000009694,ENST00000371130
8736,ELF4,ENSG00000102034,ENST00000615377
8737,ELF4,ENSG00000102034,ENST00000434609
8738,ELF4,ENSG00000102034,ENST00000308167
8739,ELF4,ENSG00000102034,ENST00000335997
8740,,,ENSR00002139927
8741,,,ENSR00002139928
8742,STK26,ENSG00000134602,ENST00000496850
8743,STK26,ENSG00000134602,ENST00000394335
8744,STK26,ENSG00000134602,ENST00000394334
8745,STK26,ENSG00000134602,ENST00000354719
8746,STK26,ENSG00000134602,ENST00000481105
8747,ATP11C,ENSG00000101974,ENST00000327569
8748,ATP11C,ENSG00000101974,ENST00000485626
8749,ATP11C,ENSG00000101974,ENST00000370557
8750,ATP11C,ENSG00000101974,ENST00000361648
8751,ATP11C,ENSG00000101974,ENST00000460773
8752,RFTN1P1,ENSG00000234795,ENST00000442584
8753,RFTN1P1,ENSG00000234795,ENST00000455527
8754,CFAP74,ENSG00000142609,ENST00000378590
8755,CFAP74,ENSG00000142609,ENST00000468610
8756,CFAP74,ENSG00000142609,ENST00000493964
8757,CFAP74,ENSG00000142609,ENST00000378592
8758,CFAP74,ENSG00000142609,ENST00000270720
8759,,,ENSR00001740475
8760,TNFRSF1B,ENSG00000028137,ENST00000536782
