#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CHEK1	FHIT	9606.ENSP00000391090	9606.ENSP00000418582	0	0	0	0	0	0.164	0	0.369	0.449
CHEK1	KITLG	9606.ENSP00000391090	9606.ENSP00000495951	0	0	0	0	0.042	0	0.500	0.150	0.557
CHFR	HLTF	9606.ENSP00000392395	9606.ENSP00000308944	0	0	0	0	0	0.516	0	0.394	0.694
CHFR	SMARCA4	9606.ENSP00000392395	9606.ENSP00000343896	0	0	0	0	0.042	0.306	0	0.479	0.623
CHFR	DAPK1	9606.ENSP00000392395	9606.ENSP00000386135	0	0	0	0	0	0	0	0.540	0.540
CHFR	FHIT	9606.ENSP00000392395	9606.ENSP00000418582	0	0	0	0	0	0	0	0.419	0.418
CHODL	VIPR2	9606.ENSP00000299295	9606.ENSP00000262178	0	0	0	0	0	0	0	0.471	0.471
CHODL	FBLN2	9606.ENSP00000299295	9606.ENSP00000384169	0	0	0	0	0.043	0.101	0	0.372	0.412
CHRDL2	FSTL4	9606.ENSP00000263671	9606.ENSP00000265342	0	0	0	0	0	0.051	0	0.408	0.414
CIT	MYH9	9606.ENSP00000376306	9606.ENSP00000216181	0	0	0	0	0	0.292	0.500	0.105	0.655
CIT	SNAP23	9606.ENSP00000376306	9606.ENSP00000249647	0	0	0	0	0.042	0	0.400	0	0.400
CIT	KIF11	9606.ENSP00000376306	9606.ENSP00000260731	0	0	0	0	0.410	0.292	0	0.174	0.625
CIT	IQGAP1	9606.ENSP00000376306	9606.ENSP00000268182	0	0	0	0	0.086	0.292	0.400	0.094	0.601
CIT	FANCI	9606.ENSP00000376306	9606.ENSP00000310842	0	0	0	0	0.248	0.292	0	0	0.444
CIT	WWC1	9606.ENSP00000376306	9606.ENSP00000427772	0	0.005	0	0	0	0.403	0	0	0.403
CIT	G3BP1	9606.ENSP00000376306	9606.ENSP00000377681	0	0	0	0	0.055	0.510	0	0	0.517
CIT	TJP2	9606.ENSP00000376306	9606.ENSP00000438262	0	0	0	0	0	0.292	0.400	0	0.557
CLASP2	IQGAP1	9606.ENSP00000327760	9606.ENSP00000268182	0	0	0	0	0.055	0	0	0.478	0.485
CLASP2	RPTOR	9606.ENSP00000327760	9606.ENSP00000307272	0	0	0	0	0.049	0	0	0.403	0.407
CLASP2	MYO18A	9606.ENSP00000327760	9606.ENSP00000437073	0	0	0	0	0.049	0.065	0	0.402	0.421
CLASP2	TUBB2A	9606.ENSP00000327760	9606.ENSP00000369703	0	0	0	0	0.051	0.052	0	0.465	0.476
CLASP2	FEZ1	9606.ENSP00000327760	9606.ENSP00000497070	0	0	0	0	0.072	0.292	0	0.442	0.601
CLASP2	CLIP1	9606.ENSP00000327760	9606.ENSP00000479322	0	0	0	0	0.056	0.617	0	0.984	0.993
CLDN11	MYRF	9606.ENSP00000064724	9606.ENSP00000278836	0	0	0	0	0.072	0	0	0.384	0.404
CLDN11	KCNJ13	9606.ENSP00000064724	9606.ENSP00000233826	0	0	0	0	0	0	0	0.447	0.447
CLDN11	TJP2	9606.ENSP00000064724	9606.ENSP00000438262	0	0	0	0	0	0	0	0.654	0.654
CLHC1	ITSN2	9606.ENSP00000384869	9606.ENSP00000347244	0	0	0	0	0.055	0.127	0	0.353	0.419
CLIP1	STAG2	9606.ENSP00000479322	9606.ENSP00000218089	0	0	0	0	0.082	0	0	0.390	0.416
CLIP1	KIF11	9606.ENSP00000479322	9606.ENSP00000260731	0	0	0	0	0.042	0.141	0	0.395	0.459
CLIP1	IQGAP1	9606.ENSP00000479322	9606.ENSP00000268182	0	0	0	0	0.166	0.333	0.500	0.998	0.999
CLIP1	IQGAP2	9606.ENSP00000479322	9606.ENSP00000274364	0	0	0	0	0.087	0.093	0.500	0.568	0.797
CLIP1	RPTOR	9606.ENSP00000479322	9606.ENSP00000307272	0	0	0	0	0.049	0.091	0	0.452	0.484
CLIP1	MAP7D1	9606.ENSP00000479322	9606.ENSP00000362244	0	0	0	0	0.075	0.497	0	0.317	0.654
CLIP1	GRIPAP1	9606.ENSP00000479322	9606.ENSP00000365606	0	0	0	0	0.060	0.063	0	0.376	0.402
CLIP1	CTTN	9606.ENSP00000479322	9606.ENSP00000365745	0	0	0	0	0.047	0	0	0.574	0.577
CLN3	MYH9	9606.ENSP00000454229	9606.ENSP00000216181	0	0	0	0	0.044	0	0	0.463	0.464
CLN3	HMGCL	9606.ENSP00000454229	9606.ENSP00000363614	0	0.890	0	0	0.067	0	0	0	0.893
CLN3	FLI1	9606.ENSP00000454229	9606.ENSP00000433488	0	0	0	0	0	0	0	0.479	0.479
CLN3	PPT1	9606.ENSP00000454229	9606.ENSP00000493153	0	0	0	0	0.047	0.088	0	0.984	0.985
CNOT9	GRAP2	9606.ENSP00000486540	9606.ENSP00000339186	0	0	0	0	0	0	0	0.404	0.404
CNOT9	RC3H2	9606.ENSP00000486540	9606.ENSP00000362774	0	0	0	0	0.045	0.628	0	0.264	0.716
CNOT9	RIBC1	9606.ENSP00000486540	9606.ENSP00000364476	0	0	0	0	0	0.622	0	0	0.622
CNOT9	GIGYF2	9606.ENSP00000486540	9606.ENSP00000387170	0	0	0	0	0.075	0.424	0	0.392	0.648
CNOT9	TNRC6B	9606.ENSP00000486540	9606.ENSP00000401946	0	0	0	0	0.082	0.174	0	0.506	0.592
CNOT9	TEX13A	9606.ENSP00000486540	9606.ENSP00000471604	0	0	0	0	0	0.622	0	0	0.622
CNTFR	IL11	9606.ENSP00000368265	9606.ENSP00000264563	0	0	0	0	0	0	0.650	0.828	0.937
CNTFR	LHFPL4	9606.ENSP00000368265	9606.ENSP00000287585	0	0	0	0	0.125	0	0	0.350	0.407
CNTFR	CSH1	9606.ENSP00000368265	9606.ENSP00000316416	0	0	0	0	0	0	0.650	0.055	0.655
CNTFR	PTPN11	9606.ENSP00000368265	9606.ENSP00000489597	0	0	0	0	0.087	0	0	0.438	0.464
CNTFR	NPY	9606.ENSP00000368265	9606.ENSP00000384364	0	0	0	0	0.086	0	0	0.447	0.472
CNTFR	LIFR	9606.ENSP00000368265	9606.ENSP00000398368	0	0	0	0	0.086	0.510	0.800	0.996	0.999
CNTN3	LY6G6D	9606.ENSP00000263665	9606.ENSP00000364985	0	0	0	0	0	0	0.400	0	0.400
CNTN3	WNT7A	9606.ENSP00000263665	9606.ENSP00000285018	0	0	0	0	0	0	0	0.406	0.406
CNTN3	CNTN5	9606.ENSP00000263665	9606.ENSP00000435637	0	0	0	0.953	0.125	0	0	0.351	0.407
CNTN3	NRCAM	9606.ENSP00000263665	9606.ENSP00000368314	0	0	0	0.705	0.090	0.324	0	0.159	0.438
CNTN3	L1CAM	9606.ENSP00000263665	9606.ENSP00000359077	0	0	0	0.735	0.072	0.324	0	0.337	0.548
CNTN5	L1CAM	9606.ENSP00000435637	9606.ENSP00000359077	0	0	0	0.719	0.084	0.324	0	0.151	0.429
CNTN5	LY6G6D	9606.ENSP00000435637	9606.ENSP00000364985	0	0	0	0	0	0	0.400	0	0.400
CNTN5	NRCAM	9606.ENSP00000435637	9606.ENSP00000368314	0	0	0	0.686	0.108	0.324	0	0.869	0.914
CNTN5	CSMD1	9606.ENSP00000435637	9606.ENSP00000489225	0	0	0.205	0	0.116	0	0	0.320	0.480
COL11A1	COL1A1	9606.ENSP00000359114	9606.ENSP00000225964	0	0	0.095	0.847	0.244	0	0.720	0.841	0.965
COL11A1	KCNJ13	9606.ENSP00000359114	9606.ENSP00000233826	0	0	0	0	0	0	0	0.642	0.642
COL11A1	TIMP3	9606.ENSP00000359114	9606.ENSP00000266085	0	0	0	0	0.086	0	0	0.376	0.405
COL11A1	COL22A1	9606.ENSP00000359114	9606.ENSP00000303153	0	0	0.097	0.705	0.074	0.091	0.400	0.176	0.556
COL11A1	COL12A1	9606.ENSP00000359114	9606.ENSP00000325146	0	0	0	0.559	0.262	0.087	0.400	0.299	0.678
COL11A1	FBN1	9606.ENSP00000359114	9606.ENSP00000325527	0	0	0	0	0.218	0.099	0	0.480	0.602
COL11A1	FBLN1	9606.ENSP00000359114	9606.ENSP00000331544	0	0	0	0	0.098	0.099	0	0.328	0.407
COL11A1	LAMB3	9606.ENSP00000359114	9606.ENSP00000375778	0	0	0	0	0.051	0.046	0	0.402	0.411
COL11A1	COL13A1	9606.ENSP00000359114	9606.ENSP00000381949	0	0	0.115	0.733	0.067	0	0.400	0.153	0.524
COL11A1	COL4A6	9606.ENSP00000359114	9606.ENSP00000378340	0	0	0	0.636	0.075	0.091	0.400	0.172	0.526
COL11A1	COL5A1	9606.ENSP00000359114	9606.ENSP00000360882	0	0	0.053	0.975	0.217	0	0.720	0.479	0.877
COL11A1	COL11A2	9606.ENSP00000359114	9606.ENSP00000363840	0	0	0.055	0.971	0.043	0	0.900	0.533	0.952
COL11A1	COL5A2	9606.ENSP00000359114	9606.ENSP00000364000	0	0	0.079	0.840	0.405	0.099	0.720	0.855	0.976
COL11A1	COL2A1	9606.ENSP00000359114	9606.ENSP00000369889	0	0	0.091	0.848	0.133	0.099	0.720	0.900	0.976
COL11A2	COL1A1	9606.ENSP00000363840	9606.ENSP00000225964	0	0	0.113	0.817	0.113	0	0.720	0.472	0.868
COL11A2	COL22A1	9606.ENSP00000363840	9606.ENSP00000303153	0	0	0.101	0.710	0.048	0.091	0.400	0.123	0.516
COL11A2	COL12A1	9606.ENSP00000363840	9606.ENSP00000325146	0	0	0	0.558	0	0.071	0.400	0.209	0.520
COL11A2	COL5A1	9606.ENSP00000363840	9606.ENSP00000360882	0	0	0.055	0.971	0	0	0.720	0.622	0.891
COL11A2	HSPG2	9606.ENSP00000363840	9606.ENSP00000363827	0	0	0	0	0.087	0.085	0	0.445	0.496
COL11A2	HLA-DRB5	9606.ENSP00000363840	9606.ENSP00000364114	0	0	0	0	0.047	0.239	0	0.245	0.404
COL11A2	PJVK	9606.ENSP00000363840	9606.ENSP00000495855	0	0	0	0	0.062	0	0	0.418	0.430
COL11A2	MYO7A	9606.ENSP00000363840	9606.ENSP00000386331	0	0	0	0	0	0	0	0.479	0.479
COL11A2	COL4A6	9606.ENSP00000363840	9606.ENSP00000378340	0	0	0	0.640	0.055	0.091	0.400	0.149	0.502
COL11A2	COL13A1	9606.ENSP00000363840	9606.ENSP00000381949	0	0	0.133	0.710	0.044	0	0.400	0.123	0.505
COL11A2	ENPP1	9606.ENSP00000363840	9606.ENSP00000498074	0	0	0	0	0.048	0	0	0.550	0.553
COL11A2	COL5A2	9606.ENSP00000363840	9606.ENSP00000364000	0	0	0.097	0.808	0.122	0.099	0.720	0.598	0.904
COL11A2	COL2A1	9606.ENSP00000363840	9606.ENSP00000369889	0	0	0.116	0.818	0.193	0.091	0.720	0.840	0.965
COL12A1	COL1A1	9606.ENSP00000325146	9606.ENSP00000225964	0	0	0	0.562	0.424	0	0.400	0.565	0.836
COL12A1	LAMC2	9606.ENSP00000325146	9606.ENSP00000264144	0	0	0	0	0.098	0.067	0	0.405	0.456
COL12A1	TIMP3	9606.ENSP00000325146	9606.ENSP00000266085	0	0	0	0	0.212	0	0	0.288	0.415
COL12A1	COL22A1	9606.ENSP00000325146	9606.ENSP00000303153	0	0	0	0.625	0.042	0.091	0.800	0.376	0.876
COL12A1	HSPG2	9606.ENSP00000325146	9606.ENSP00000363827	0	0	0	0	0.222	0.095	0	0.225	0.408
COL12A1	FBLN1	9606.ENSP00000325146	9606.ENSP00000331544	0	0	0	0	0.225	0.126	0	0.279	0.469
COL12A1	OBSCN	9606.ENSP00000325146	9606.ENSP00000455507	0	0	0	0	0	0.107	0	0.462	0.499
COL12A1	COL2A1	9606.ENSP00000325146	9606.ENSP00000369889	0	0	0	0.559	0	0.068	0.400	0.220	0.525
COL12A1	LAMB3	9606.ENSP00000325146	9606.ENSP00000375778	0	0	0	0	0.115	0.046	0	0.487	0.529
COL12A1	COL4A6	9606.ENSP00000325146	9606.ENSP00000378340	0	0	0	0.550	0.145	0.225	0.400	0.179	0.629
COL12A1	COL13A1	9606.ENSP00000325146	9606.ENSP00000381949	0	0	0	0.686	0.099	0	0.400	0.411	0.653
COL12A1	FBN1	9606.ENSP00000325146	9606.ENSP00000325527	0	0	0	0	0.409	0.099	0	0.425	0.667
COL12A1	COL5A1	9606.ENSP00000325146	9606.ENSP00000360882	0	0	0	0.559	0.409	0.071	0.400	0.443	0.792
COL12A1	COL5A2	9606.ENSP00000325146	9606.ENSP00000364000	0	0	0	0.558	0.474	0	0.400	0.597	0.861
COL13A1	COL1A1	9606.ENSP00000381949	9606.ENSP00000225964	0	0	0.157	0.717	0.083	0	0.400	0.134	0.545
COL13A1	COL22A1	9606.ENSP00000381949	9606.ENSP00000303153	0	0	0.118	0.731	0.054	0.091	0.400	0.179	0.558
COL13A1	COL5A1	9606.ENSP00000381949	9606.ENSP00000360882	0	0	0.108	0.738	0.104	0	0.400	0.440	0.695
COL13A1	HSPG2	9606.ENSP00000381949	9606.ENSP00000363827	0	0	0	0	0.077	0.091	0	0.507	0.551
COL13A1	COL5A2	9606.ENSP00000381949	9606.ENSP00000364000	0	0	0.162	0.725	0.086	0	0.400	0.149	0.556
COL13A1	COL2A1	9606.ENSP00000381949	9606.ENSP00000369889	0	0	0.164	0.715	0.042	0	0.400	0.117	0.518
COL13A1	COL4A6	9606.ENSP00000381949	9606.ENSP00000378340	0	0	0.155	0.679	0.048	0	0.400	0.184	0.553
COL1A1	SEC24D	9606.ENSP00000225964	9606.ENSP00000280551	0	0	0	0	0.080	0	0	0.378	0.403
COL1A1	ITGAM	9606.ENSP00000225964	9606.ENSP00000496959	0	0	0	0	0.056	0	0	0.404	0.414
COL1A1	LAMB3	9606.ENSP00000225964	9606.ENSP00000375778	0	0	0	0	0.076	0.046	0	0.396	0.421
COL1A1	LAMC2	9606.ENSP00000225964	9606.ENSP00000264144	0	0	0	0	0.084	0.067	0	0.400	0.442
COL1A1	CSPG4	9606.ENSP00000225964	9606.ENSP00000312506	0	0	0	0	0.180	0	0	0.353	0.447
COL1A1	TNXB	9606.ENSP00000225964	9606.ENSP00000407685	0	0	0	0	0.072	0	0	0.447	0.464
COL1A1	RASAL1	9606.ENSP00000225964	9606.ENSP00000450244	0	0	0	0	0	0	0	0.480	0.480
COL1A1	COL22A1	9606.ENSP00000225964	9606.ENSP00000303153	0	0	0	0.716	0.056	0.091	0.400	0.169	0.515
COL1A1	HSPG2	9606.ENSP00000225964	9606.ENSP00000363827	0	0	0	0	0.219	0.085	0	0.400	0.534
COL1A1	FBLN2	9606.ENSP00000225964	9606.ENSP00000384169	0	0	0	0	0.261	0.099	0	0.383	0.553
COL1A1	TGFB2	9606.ENSP00000225964	9606.ENSP00000355896	0	0	0	0	0.085	0.067	0	0.576	0.606
COL1A1	TIMP3	9606.ENSP00000225964	9606.ENSP00000266085	0	0	0	0	0.182	0	0	0.630	0.684
COL1A1	FBLN1	9606.ENSP00000225964	9606.ENSP00000331544	0	0	0	0	0.427	0.099	0	0.455	0.694
COL1A1	COL4A6	9606.ENSP00000225964	9606.ENSP00000378340	0	0	0.119	0.684	0.099	0	0.400	0.466	0.711
COL1A1	ITGA10	9606.ENSP00000225964	9606.ENSP00000358310	0	0	0	0	0.042	0	0.650	0.531	0.829
COL1A1	COL2A1	9606.ENSP00000225964	9606.ENSP00000369889	0	0	0.054	0.971	0.042	0.075	0.720	0.521	0.867
COL1A1	FBN1	9606.ENSP00000225964	9606.ENSP00000325527	0	0	0	0	0.517	0.099	0	0.851	0.929
COL1A1	COL5A1	9606.ENSP00000225964	9606.ENSP00000360882	0	0	0.091	0.845	0.795	0.230	0.720	0.880	0.994
COL1A1	COL5A2	9606.ENSP00000225964	9606.ENSP00000364000	0	0	0.064	0.948	0.839	0	0.720	0.912	0.995
COL22A1	SLF1	9606.ENSP00000303153	9606.ENSP00000265140	0	0	0	0	0.064	0.435	0	0.071	0.465
COL22A1	SEC16B	9606.ENSP00000303153	9606.ENSP00000308339	0	0	0	0	0.042	0.053	0	0.438	0.445
COL22A1	RIPK4	9606.ENSP00000303153	9606.ENSP00000332454	0	0	0	0	0.064	0.429	0	0.101	0.477
COL22A1	COL2A1	9606.ENSP00000303153	9606.ENSP00000369889	0	0	0.093	0.715	0.049	0.091	0.400	0.134	0.518
COL22A1	COL4A6	9606.ENSP00000303153	9606.ENSP00000378340	0	0	0	0.653	0	0.091	0.400	0.192	0.521
COL22A1	COL5A2	9606.ENSP00000303153	9606.ENSP00000364000	0	0	0.152	0.692	0.053	0.091	0.400	0.178	0.574
COL22A1	COL5A1	9606.ENSP00000303153	9606.ENSP00000360882	0	0	0.124	0.712	0.055	0.091	0.400	0.210	0.578
COL2A1	KCNJ13	9606.ENSP00000369889	9606.ENSP00000233826	0	0	0	0	0.048	0	0	0.453	0.456
COL2A1	WNT7A	9606.ENSP00000369889	9606.ENSP00000285018	0	0	0	0	0	0.047	0	0.442	0.445
COL2A1	FBN1	9606.ENSP00000369889	9606.ENSP00000325527	0	0	0	0	0.064	0.099	0	0.457	0.502
COL2A1	ITGA10	9606.ENSP00000369889	9606.ENSP00000358310	0	0	0	0	0	0	0.650	0.334	0.757
COL2A1	COL5A1	9606.ENSP00000369889	9606.ENSP00000360882	0	0	0.084	0.859	0.057	0.091	0.720	0.467	0.861
COL2A1	HSPG2	9606.ENSP00000369889	9606.ENSP00000363827	0	0	0	0	0.052	0.085	0	0.425	0.459
COL2A1	COL5A2	9606.ENSP00000369889	9606.ENSP00000364000	0	0	0.059	0.961	0.042	0	0.720	0.574	0.878
COL2A1	HLA-DRB5	9606.ENSP00000369889	9606.ENSP00000364114	0	0	0	0	0.047	0.797	0	0.047	0.799
COL2A1	COL4A6	9606.ENSP00000369889	9606.ENSP00000378340	0	0	0.096	0.683	0.104	0	0.400	0.141	0.526
COL4A6	LAMC2	9606.ENSP00000378340	9606.ENSP00000264144	0	0	0	0	0.090	0.067	0	0.353	0.403
COL4A6	SEC16B	9606.ENSP00000378340	9606.ENSP00000308339	0	0	0	0	0	0	0	0.460	0.460
COL4A6	ITGA10	9606.ENSP00000378340	9606.ENSP00000358310	0	0	0	0	0	0	0.650	0.204	0.709
COL4A6	COL5A1	9606.ENSP00000378340	9606.ENSP00000360882	0	0	0	0.641	0.098	0.091	0.400	0.181	0.543
COL4A6	HSPG2	9606.ENSP00000378340	9606.ENSP00000363827	0	0	0	0	0.141	0.091	0	0.318	0.421
COL4A6	COL5A2	9606.ENSP00000378340	9606.ENSP00000364000	0	0	0.122	0.682	0.099	0.102	0.400	0.170	0.581
COL5A1	LAMC2	9606.ENSP00000360882	9606.ENSP00000264144	0	0	0	0	0.074	0.067	0	0.467	0.500
COL5A1	TIMP3	9606.ENSP00000360882	9606.ENSP00000266085	0	0	0	0	0.197	0	0	0.377	0.478
COL5A1	FBN1	9606.ENSP00000360882	9606.ENSP00000325527	0	0	0	0	0.522	0.099	0	0.849	0.929
COL5A1	FLNC	9606.ENSP00000360882	9606.ENSP00000327145	0	0	0	0	0.212	0	0	0.461	0.557
COL5A1	FBLN1	9606.ENSP00000360882	9606.ENSP00000331544	0	0	0	0	0.199	0.099	0	0.398	0.528
COL5A1	TGFB2	9606.ENSP00000360882	9606.ENSP00000355896	0	0	0	0	0.099	0.067	0	0.407	0.458
COL5A1	LAMB3	9606.ENSP00000360882	9606.ENSP00000375778	0	0	0	0	0.076	0.046	0	0.384	0.410
COL5A1	HSPG2	9606.ENSP00000360882	9606.ENSP00000363827	0	0	0	0	0.251	0.085	0	0.303	0.481
COL5A1	FBLN2	9606.ENSP00000360882	9606.ENSP00000384169	0	0	0	0	0.266	0.099	0	0.593	0.707
COL5A1	TNXB	9606.ENSP00000360882	9606.ENSP00000407685	0	0	0	0	0.072	0	0	0.774	0.781
COL5A1	COL5A2	9606.ENSP00000360882	9606.ENSP00000364000	0	0	0.087	0.832	0.777	0.126	0.800	0.928	0.996
COL5A2	IKBIP	9606.ENSP00000364000	9606.ENSP00000299157	0	0	0	0	0.072	0.067	0	0.402	0.437
COL5A2	SEC16B	9606.ENSP00000364000	9606.ENSP00000308339	0	0	0	0	0.067	0	0	0.440	0.455
COL5A2	FBN1	9606.ENSP00000364000	9606.ENSP00000325527	0	0	0	0	0.794	0.099	0	0.625	0.924
COL5A2	FBLN1	9606.ENSP00000364000	9606.ENSP00000331544	0	0	0	0	0.197	0.099	0	0.274	0.429
COL5A2	TGFB2	9606.ENSP00000364000	9606.ENSP00000355896	0	0	0	0	0.109	0.067	0	0.397	0.455
COL5A2	ITGA10	9606.ENSP00000364000	9606.ENSP00000358310	0	0	0	0	0.043	0	0	0.473	0.475
COL5A2	FBLN2	9606.ENSP00000364000	9606.ENSP00000384169	0	0	0	0	0.244	0.099	0	0.270	0.460
COL5A2	TNXB	9606.ENSP00000364000	9606.ENSP00000407685	0	0	0	0	0.060	0	0	0.746	0.751
COMMD5	RBX1	9606.ENSP00000394331	9606.ENSP00000216225	0	0	0	0	0.063	0	0.500	0.070	0.526
COMMD5	RPS27A	9606.ENSP00000394331	9606.ENSP00000272317	0	0	0	0	0.056	0.572	0.500	0.102	0.794
COMMD5	MRPL4	9606.ENSP00000394331	9606.ENSP00000306902	0	0	0	0	0.061	0.401	0	0	0.413
COMMD5	WDTC1	9606.ENSP00000394331	9606.ENSP00000317971	0	0	0	0	0	0	0.500	0	0.499
COMMD5	ZBTB16	9606.ENSP00000394331	9606.ENSP00000338157	0	0	0	0	0	0	0.500	0	0.499
COMMD5	COMMD6	9606.ENSP00000394331	9606.ENSP00000348054	0	0	0	0	0.127	0.782	0.400	0.650	0.954
COMMD5	WDR5	9606.ENSP00000394331	9606.ENSP00000351446	0	0	0	0	0.060	0	0.500	0	0.509
COMMD5	COP1	9606.ENSP00000394331	9606.ENSP00000356641	0	0	0	0	0.056	0	0.500	0	0.507
COMMD5	RPS6	9606.ENSP00000394331	9606.ENSP00000369757	0	0	0	0	0.049	0.582	0	0	0.585
COMMD5	MRPL2	9606.ENSP00000394331	9606.ENSP00000373404	0	0	0	0	0.073	0.417	0	0.081	0.460
COMMD5	RPS9	9606.ENSP00000394331	9606.ENSP00000375632	0	0	0	0	0.055	0.572	0	0	0.578
COMMD5	RPL31	9606.ENSP00000394331	9606.ENSP00000386717	0	0	0	0	0.054	0.572	0	0.044	0.579
COMMD5	RPL7L1	9606.ENSP00000394331	9606.ENSP00000418221	0	0	0	0	0.047	0.417	0	0	0.420
COMMD5	CUL7	9606.ENSP00000394331	9606.ENSP00000438788	0	0	0	0	0.055	0.417	0	0.081	0.449
COMMD5	DOCK4	9606.ENSP00000394331	9606.ENSP00000410746	0	0	0	0	0	0.476	0	0.065	0.489
COMMD5	RPL10	9606.ENSP00000394331	9606.ENSP00000413436	0	0	0	0	0.090	0.450	0	0.064	0.490
COMMD5	RPL23	9606.ENSP00000394331	9606.ENSP00000420311	0	0	0	0	0.054	0.572	0	0	0.577
COMMD6	RBX1	9606.ENSP00000348054	9606.ENSP00000216225	0	0	0	0	0.149	0	0.500	0	0.556
COMMD6	NFKBIA	9606.ENSP00000348054	9606.ENSP00000216797	0	0	0	0	0.044	0	0	0.460	0.461
COMMD6	RPS27A	9606.ENSP00000348054	9606.ENSP00000272317	0	0	0	0	0.185	0	0.500	0	0.575
COMMD6	WDTC1	9606.ENSP00000348054	9606.ENSP00000317971	0	0	0	0	0	0	0.500	0	0.499
COMMD6	VPS33B	9606.ENSP00000348054	9606.ENSP00000327650	0	0	0	0	0.055	0.626	0	0.155	0.675
COMMD6	ZBTB16	9606.ENSP00000348054	9606.ENSP00000338157	0	0	0	0	0	0	0.500	0	0.499
COMMD6	COP1	9606.ENSP00000348054	9606.ENSP00000356641	0	0	0	0	0	0	0.500	0	0.499
COMMD6	WDR5	9606.ENSP00000348054	9606.ENSP00000351446	0	0	0	0	0.062	0	0.500	0	0.510
COMMD6	RPL31	9606.ENSP00000348054	9606.ENSP00000386717	0	0	0	0	0.512	0	0	0.202	0.593
COP1	PIGB	9606.ENSP00000356641	9606.ENSP00000164305	0	0	0	0	0.050	0	0	0.420	0.425
COP1	RBX1	9606.ENSP00000356641	9606.ENSP00000216225	0	0	0	0	0.044	0.608	0.900	0.709	0.987
COP1	DCAF15	9606.ENSP00000356641	9606.ENSP00000254337	0	0	0	0	0	0	0.900	0	0.900
COP1	RPS27A	9606.ENSP00000356641	9606.ENSP00000272317	0	0	0	0	0	0.137	0.500	0.051	0.554
COP1	WDTC1	9606.ENSP00000356641	9606.ENSP00000317971	0	0	0	0	0	0	0.540	0.047	0.542
COP1	PSMF1	9606.ENSP00000356641	9606.ENSP00000338039	0	0	0	0	0.043	0	0.400	0	0.401
COP1	WDR5	9606.ENSP00000356641	9606.ENSP00000351446	0	0	0	0.636	0.044	0.331	0.500	0.062	0.660
COP1	PRKN	9606.ENSP00000356641	9606.ENSP00000355865	0	0	0	0	0	0	0	0.554	0.554
COQ3	MTIF2	9606.ENSP00000254759	9606.ENSP00000263629	0.056	0	0	0	0.180	0	0.154	0.224	0.424
COQ3	MOCS1	9606.ENSP00000254759	9606.ENSP00000344794	0.043	0	0	0	0.055	0	0	0.424	0.434
COQ3	PNISR	9606.ENSP00000254759	9606.ENSP00000496842	0	0	0	0	0.045	0	0	0.455	0.458
COQ3	MAT1A	9606.ENSP00000254759	9606.ENSP00000361287	0.111	0	0	0	0	0	0.519	0.190	0.623
COX6A2	NDUFA10	9606.ENSP00000287490	9606.ENSP00000252711	0	0	0	0	0.111	0.865	0	0.409	0.923
COX6A2	H7C0C1_HUMAN	9606.ENSP00000287490	9606.ENSP00000394107	0	0	0	0	0.434	0	0	0.089	0.462
COX6A2	MT-ATP6	9606.ENSP00000287490	9606.ENSP00000354632	0	0	0	0	0	0	0	0.502	0.502
COX6A2	MYOM3	9606.ENSP00000287490	9606.ENSP00000363557	0	0	0	0	0.119	0	0	0.472	0.515
COX6A2	TCAP	9606.ENSP00000287490	9606.ENSP00000312624	0	0	0	0	0.446	0	0	0.230	0.555
COX6A2	NDUFB2	9606.ENSP00000287490	9606.ENSP00000419087	0	0	0	0	0.048	0.800	0	0.201	0.834
COX6A2	MT-ND4L	9606.ENSP00000287490	9606.ENSP00000354728	0	0	0	0	0	0.845	0	0.149	0.862
COX6A2	MT-ND3	9606.ENSP00000287490	9606.ENSP00000355206	0	0	0	0	0	0.845	0	0.209	0.872
COX6A2	MT-ND2	9606.ENSP00000287490	9606.ENSP00000355046	0	0	0	0	0	0.844	0	0.261	0.879
COX6A2	MT-ND4	9606.ENSP00000287490	9606.ENSP00000354961	0	0	0	0	0	0.845	0	0.259	0.880
COX6A2	MT-ND1	9606.ENSP00000287490	9606.ENSP00000354687	0	0	0	0	0	0.845	0	0.373	0.898
COX6A2	NDUFA11	9606.ENSP00000287490	9606.ENSP00000389160	0	0	0	0	0.140	0.830	0	0.451	0.913
COX6A2	MT-CO1	9606.ENSP00000287490	9606.ENSP00000354499	0	0	0	0	0	0.974	0.540	0.400	0.992
COX6A2	MT-CO2	9606.ENSP00000287490	9606.ENSP00000354876	0	0	0	0	0	0.938	0.744	0.539	0.992
COX6A2	MT-CO3	9606.ENSP00000287490	9606.ENSP00000354982	0	0	0	0	0	0.967	0.744	0.562	0.996
CPD	GGA2	9606.ENSP00000225719	9606.ENSP00000311962	0	0	0	0	0.060	0	0	0.394	0.406
CPQ	GGA2	9606.ENSP00000220763	9606.ENSP00000311962	0	0	0	0	0	0	0	0.425	0.425
CRABP2	RBM6	9606.ENSP00000482841	9606.ENSP00000266022	0	0	0	0	0.042	0	0	0.434	0.434
CRABP2	IL16	9606.ENSP00000482841	9606.ENSP00000302935	0	0	0	0	0.047	0	0	0.492	0.495
